"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"In_LAMP5_PAX6","Astrocytes","CNTN1","NRCAM",0.0937458237581563,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","Astrocytes","CNTN1","NRCAM",0.102736318297662,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","Astrocytes","CNTN1","NRCAM",0.100746243270408,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Astrocytes","CNTN1","NRCAM",0.122933279915358,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Cajal_Retzius","Astrocytes","CNTN1","NRCAM",0.135127911322648,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L2_3","Astrocytes_Reactive","CNTN1","NRCAM",0.0431714842597085,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L5_6","Astrocytes_Reactive","CNTN1","NRCAM",0.0407982168129288,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L6b","Astrocytes_Reactive","CNTN1","NRCAM",0.0468031498013134,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","Astrocytes_Reactive","CNTN1","NRCAM",0.0358060043330467,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_SST","Astrocytes_Reactive","CNTN1","NRCAM",0.0155026856716337,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_PVALB","Astrocytes_Reactive","CNTN1","NRCAM",0.0341873440817933,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5","Astrocytes_Reactive","CNTN1","NRCAM",0.0345639369002855,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5_PAX6","Astrocytes_Reactive","CNTN1","NRCAM",0.0367753371527846,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","Astrocytes_Reactive","CNTN1","NRCAM",0.0405466459230379,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","Astrocytes_Reactive","CNTN1","NRCAM",0.0397079172815594,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Astrocytes_Reactive","CNTN1","NRCAM",0.0491879447504666,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Cajal_Retzius","Astrocytes_Reactive","CNTN1","NRCAM",0.0545219990467353,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L2_3","OPCs","CNTN1","NRCAM",0.122130052684245,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L5_6","OPCs","CNTN1","NRCAM",0.115942157478482,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L6b","OPCs","CNTN1","NRCAM",0.131491071079593,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","OPCs","CNTN1","NRCAM",0.102739931093326,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_SST","OPCs","CNTN1","NRCAM",0.0463053574437642,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_PVALB","OPCs","CNTN1","NRCAM",0.0984042425218837,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5","OPCs","CNTN1","NRCAM",0.0994154062658965,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5_PAX6","OPCs","CNTN1","NRCAM",0.105323350017488,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","OPCs","CNTN1","NRCAM",0.115282921156524,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","OPCs","CNTN1","NRCAM",0.113080439008763,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","OPCs","CNTN1","NRCAM",0.137568253596939,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Cajal_Retzius","OPCs","CNTN1","NRCAM",0.15096475124629,0,"CNTN1_NRCAM","CNTN1 - NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L2_3","Ex_L5_6","EFNA5","EPHA3",0.00733229628426558,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L5_6","EFNA5","EPHA3",0.016724214001705,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L5_6","EFNA5","EPHA3",0.00606430272517231,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L5_6","EFNA5","EPHA3",0.0048056843234454,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L5_6","EFNA5","EPHA3",0.0031962154586787,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L5_6","EFNA5","EPHA3",0.00576107693591816,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_LAMP5_PAX6","EFNA5","EPHA3",0.00780248985057313,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_LAMP5_PAX6","EFNA5","EPHA3",0.0177858861646916,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_LAMP5_PAX6","EFNA5","EPHA3",0.00645371310292567,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_LAMP5_PAX6","EFNA5","EPHA3",0.00511469024460101,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_LAMP5_PAX6","EFNA5","EPHA3",0.00340208617005427,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_LAMP5_PAX6","EFNA5","EPHA3",0.00613113621969209,0,"EFNA5_EPHA3","EFNA5 - EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","Ex_L2_3","EFNA5","EPHA4",0.00965325568187381,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L2_3","EFNA5","EPHA4",0.0219523393783422,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L2_3","EFNA5","EPHA4",0.00798712188994627,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L2_3","EFNA5","EPHA4",0.00633197346396303,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L2_3","EFNA5","EPHA4",0.00421350022474512,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L2_3","EFNA5","EPHA4",0.00758848580606755,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","Ex_L5_6","EFNA5","EPHA4",0.0103103955042191,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L5_6","EFNA5","EPHA4",0.0234269267889033,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L5_6","EFNA5","EPHA4",0.00853181773427507,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L5_6","EFNA5","EPHA4",0.00676456324925109,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L5_6","EFNA5","EPHA4",0.00450201520984673,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L5_6","EFNA5","EPHA4",0.00810621810802203,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","Ex_L6b","EFNA5","EPHA4",0.006701355949875,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L6b","EFNA5","EPHA4",0.0152975583070861,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L6b","EFNA5","EPHA4",0.00554186344596455,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L6b","EFNA5","EPHA4",0.00439119589445803,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L6b","EFNA5","EPHA4",0.00292013578250795,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L6b","EFNA5","EPHA4",0.00526462217222886,0,"EFNA5_EPHA4","EFNA5 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","Ex_L5_6","EFNA5","EPHA5",0.0100164254664394,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L5_6","EFNA5","EPHA5",0.0227675814501672,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L5_6","EFNA5","EPHA5",0.00828813383635506,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L5_6","EFNA5","EPHA5",0.00657102075189708,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L5_6","EFNA5","EPHA5",0.00437292199637905,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L5_6","EFNA5","EPHA5",0.0078745935464836,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","Ex_L6b","EFNA5","EPHA5",0.0081335520892946,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","Ex_L6b","EFNA5","EPHA5",0.018532635091725,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","Ex_L6b","EFNA5","EPHA5",0.00672793435687717,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","Ex_L6b","EFNA5","EPHA5",0.00533232115496813,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","Ex_L6b","EFNA5","EPHA5",0.00354710530767314,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","Ex_L6b","EFNA5","EPHA5",0.00639173920978028,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_VIP","EFNA5","EPHA5",0.00646637609249714,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_VIP","EFNA5","EPHA5",0.0147656374158009,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_VIP","EFNA5","EPHA5",0.005347321768373,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_VIP","EFNA5","EPHA5",0.00423687517796445,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_VIP","EFNA5","EPHA5",0.00281736654547122,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_VIP","EFNA5","EPHA5",0.00507976306427789,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_LAMP5","EFNA5","EPHA5",0.00643797017257303,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_LAMP5","EFNA5","EPHA5",0.0147013134198632,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_LAMP5","EFNA5","EPHA5",0.00532380536210275,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_LAMP5","EFNA5","EPHA5",0.00421822157379722,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_LAMP5","EFNA5","EPHA5",0.00280494497859785,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_LAMP5","EFNA5","EPHA5",0.0050574173425142,0,"EFNA5_EPHA5","EFNA5 - EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_VIP","EFNA5","EPHA7",0.00602771453586386,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_VIP","EFNA5","EPHA7",0.0137717802693946,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_VIP","EFNA5","EPHA7",0.00498419301552262,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_VIP","EFNA5","EPHA7",0.00394885583974246,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_VIP","EFNA5","EPHA7",0.00262558981308515,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_VIP","EFNA5","EPHA7",0.00473471733929582,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_SST","EFNA5","EPHA7",0.00839684073101979,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_SST","EFNA5","EPHA7",0.0191260580464395,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_SST","EFNA5","EPHA7",0.00694604083379329,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_SST","EFNA5","EPHA7",0.00550543535053676,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_SST","EFNA5","EPHA7",0.00366247574507931,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_SST","EFNA5","EPHA7",0.0065990193058607,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_PVALB","EFNA5","EPHA7",0.00534948201472854,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_PVALB","EFNA5","EPHA7",0.0122329169252259,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_PVALB","EFNA5","EPHA7",0.00442285404808792,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_PVALB","EFNA5","EPHA7",0.003503709931129,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_PVALB","EFNA5","EPHA7",0.00232926396715509,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_PVALB","EFNA5","EPHA7",0.00420135664459821,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L2_3","In_LAMP5","EFNA5","EPHA7",0.0076450474342104,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Ex_L5_6","In_LAMP5","EFNA5","EPHA7",0.0174305329362085,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_SST","In_LAMP5","EFNA5","EPHA7",0.00632331350619003,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_PVALB","In_LAMP5","EFNA5","EPHA7",0.00501120962564089,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5","In_LAMP5","EFNA5","EPHA7",0.00333313894043135,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"In_LAMP5_PAX6","In_LAMP5","EFNA5","EPHA7",0.00600721499697121,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"COPs","COPs","MAG","MAG",0.0156979363708443,0,"MAG_MAG","MAG - MAG","MAG","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","COPs","MAG","MAG",0.0162084641731276,0,"MAG_MAG","MAG - MAG","MAG","Cell-Cell Contact","KEGG: hsa04514"
"COPs","Oligodendrocytes","MAG","MAG",0.0162084641731276,0,"MAG_MAG","MAG - MAG","MAG","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","Oligodendrocytes","MAG","MAG",0.0167353130508254,0,"MAG_MAG","MAG - MAG","MAG","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Ex_L6b","NCAM1","NCAM1",0.110907636610342,0.01,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","Ex_L6b","NCAM1","NCAM1",0.117667224314562,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","Ex_L6b","NCAM1","NCAM1",0.118326075409305,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","In_VIP","NCAM1","NCAM1",0.111823342459836,0.03,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","In_VIP","NCAM1","NCAM1",0.106752145018868,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","In_VIP","NCAM1","NCAM1",0.120867862352321,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","In_VIP","NCAM1","NCAM1",0.128147008644998,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","In_VIP","NCAM1","NCAM1",0.128855969414548,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","In_LAMP5","NCAM1","NCAM1",0.107477602868116,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","In_LAMP5","NCAM1","NCAM1",0.108086388689913,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","Astrocytes","NCAM1","NCAM1",0.106752145018868,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Astrocytes","NCAM1","NCAM1",0.115439806582737,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","Astrocytes","NCAM1","NCAM1",0.122437581210261,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","Astrocytes","NCAM1","NCAM1",0.123119415693857,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Astrocytes_Reactive","NCAM1","NCAM1",0.108574278690579,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","Astrocytes_Reactive","NCAM1","NCAM1",0.115210081360427,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","Astrocytes_Reactive","NCAM1","NCAM1",0.115856980795458,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L6b","OPCs","NCAM1","NCAM1",0.110907636610342,0.01,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","OPCs","NCAM1","NCAM1",0.120867862352321,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","OPCs","NCAM1","NCAM1",0.115439806582737,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","OPCs","NCAM1","NCAM1",0.108574278690579,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","OPCs","NCAM1","NCAM1",0.130536407620857,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","OPCs","NCAM1","NCAM1",0.138306227576887,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","OPCs","NCAM1","NCAM1",0.139062428429931,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L6b","COPs","NCAM1","NCAM1",0.117667224314562,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","COPs","NCAM1","NCAM1",0.128147008644998,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5","COPs","NCAM1","NCAM1",0.107477602868116,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","COPs","NCAM1","NCAM1",0.122437581210261,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","COPs","NCAM1","NCAM1",0.115210081360427,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","COPs","NCAM1","NCAM1",0.138306227576887,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","COPs","NCAM1","NCAM1",0.146460620661325,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","COPs","NCAM1","NCAM1",0.147253787293868,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Ex_L6b","Oligodendrocytes","NCAM1","NCAM1",0.118326075409305,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_VIP","Oligodendrocytes","NCAM1","NCAM1",0.128855969414548,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"In_LAMP5","Oligodendrocytes","NCAM1","NCAM1",0.108086388689913,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes","Oligodendrocytes","NCAM1","NCAM1",0.123119415693857,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocytes_Reactive","Oligodendrocytes","NCAM1","NCAM1",0.115856980795458,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPCs","Oligodendrocytes","NCAM1","NCAM1",0.139062428429931,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"COPs","Oligodendrocytes","NCAM1","NCAM1",0.147253787293868,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Oligodendrocytes","Oligodendrocytes","NCAM1","NCAM1",0.148050504304529,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
