"geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol","celltype"
"APOE",19.2963853450977,-2.03779200088924,0.187651768230745,-10.8594340469176,1.79860419987082e-27,1.55147598280857e-23,"APOE","OPCs"
"DLG2",289.532058949245,-0.652337160900358,0.0623011755083929,-10.4707038924567,1.1776404160094e-25,5.07916311424853e-22,"DLG2","OPCs"
"NELL1",51.2153430729872,-1.08071261026957,0.104263601673337,-10.3651954557976,3.57027793473307e-25,1.02657391550025e-21,"NELL1","OPCs"
"PTPRT",54.8511765157786,-1.60389839341455,0.155498026925961,-10.3145899991273,6.05391456400957e-25,1.30552667572866e-21,"PTPRT","OPCs"
"KCTD16",35.7179395172155,-1.53972752372056,0.150460209942058,-10.2334532453032,1.40421029498665e-24,2.01878633409247e-21,"KCTD16","OPCs"
"ANKS1B",191.698449872839,-0.977879338492114,0.0954225623771938,-10.2478838770508,1.20962728869903e-24,2.01878633409247e-21,"ANKS1B","OPCs"
"ZDHHC14",67.1218257660832,0.758332648200788,0.0771925780704598,9.82390622461913,8.88330891967219e-23,1.09467746772989e-19,"ZDHHC14","OPCs"
"FKBP5",25.5264351521925,2.11244824783312,0.219428967468294,9.62702542059927,6.14835132114305e-22,6.62945981202249e-19,"FKBP5","OPCs"
"CACNG5",11.8958819485251,1.85694532248058,0.193347079762652,9.60420671861254,7.67466140885993e-22,7.35573659031397e-19,"CACNG5","OPCs"
"WSB1",67.5502071389757,-0.97759869545123,0.10415660361004,-9.38585420000197,6.24084965683406e-21,5.38335691398506e-18,"WSB1","OPCs"
"ENSG00000287292",18.6933519586122,-1.45469697302217,0.158608134493801,-9.1716416542244,4.65869401240358e-20,3.65326314099939e-17,"ENSG00000287292","OPCs"
"RBFOX1",181.070559720047,-2.00610099502699,0.221651081293118,-9.05071603225819,1.42033872435185e-19,1.02098681968826e-16,"RBFOX1","OPCs"
"MKLN1",86.6848468303521,0.616812167293766,0.0692942955095534,8.90134119638647,5.51758614493636e-19,3.661130622017e-16,"MKLN1","OPCs"
"LPL",9.58616746561472,2.38272669453451,0.270949349883528,8.79399303064861,1.44336533058873e-18,8.89319238689886e-16,"LPL","OPCs"
"DGKG",104.307332404287,0.856937342950173,0.102153816332742,8.38869631809841,4.91562662458939e-17,2.82681301758054e-14,"DGKG","OPCs"
"SEMA6D",12.4097970642443,-1.94979498100031,0.236453172433476,-8.24600897054519,1.63772382067452e-16,8.82937854821148e-14,"SEMA6D","OPCs"
"SORBS2",35.341138377126,-0.934035487192334,0.115215388780791,-8.10686399686964,5.19429457430055e-16,2.63564617634803e-13,"SORBS2","OPCs"
"UBALD2",5.00834458727868,3.33238030370776,0.413302292350478,8.06281592283527,7.45567496280963e-16,3.57292512384422e-13,"UBALD2","OPCs"
"HES5",3.89464950869589,-4.27778984053162,0.533472777561869,-8.01875938277938,1.06818518764257e-15,4.60708271430239e-13,"HES5","OPCs"
"NR2F2-AS1",15.8488531417162,-3.03325070079239,0.378255270265274,-8.0190573383555,1.06559759295585e-15,4.60708271430239e-13,"NR2F2-AS1","OPCs"
"TAFA2",46.5745934446684,-0.937773021928423,0.118410974812837,-7.91964615957846,2.38187429252569e-15,9.78383221301268e-13,"TAFA2","OPCs"
"NRXN3",72.6916680095429,-1.42620837534279,0.180434515057732,-7.90429910201195,2.6944534680595e-15,1.0564707097946e-12,"NRXN3","OPCs"
"CSPG4",24.5109836573364,1.75129126073091,0.221891121434361,7.89257023629479,2.96025627812032e-15,1.11022481108982e-12,"CSPG4","OPCs"
"DOCK5",29.2133420033083,2.43946975916433,0.31149916244113,7.83138464979134,4.82525932817897e-15,1.73427862353633e-12,"DOCK5","OPCs"
"BPTF",39.3195438840603,0.760824982144841,0.0973321888838629,7.81678693214903,5.41887114092133e-15,1.86972729846349e-12,"BPTF","OPCs"
"DAB1",129.02955864766,-0.670094245033241,0.0859616430881405,-7.79527032011431,6.42707404448225e-15,2.13230541183477e-12,"DAB1","OPCs"
"LINC02223",16.2615943148428,-1.6362268378162,0.213745562268267,-7.65502132747257,1.93280163127278e-14,6.17494328568852e-12,"LINC02223","OPCs"
"TLE1",10.1477106272119,1.46068528259354,0.192399465303966,7.59194044685028,3.15149866285599e-14,9.70886695206991e-12,"TLE1","OPCs"
"MAGI1",47.478901303308,-0.819149626842484,0.108788701119577,-7.52973073869226,5.08450623273717e-14,1.51237761253761e-11,"MAGI1","OPCs"
"GHR",22.057381194664,-1.33259836818186,0.178709565612042,-7.45678253773375,8.86608549083537e-14,2.5492951147982e-11,"GHR","OPCs"
"NRCAM",213.050762046103,0.659987256585741,0.0886373114543116,7.44593045250401,9.62635114387957e-14,2.67860983764855e-11,"NRCAM","OPCs"
"NTRK2",67.7947987396262,-0.714842958252575,0.0966908961428356,-7.3930740821409,1.43472486396375e-13,3.86748021142228e-11,"NTRK2","OPCs"
"MEF2C-AS1",19.506262807696,-1.11478842224572,0.151767128180975,-7.3453878689487,2.05163265902746e-13,5.36284342932451e-11,"MEF2C-AS1","OPCs"
"PPFIA2",74.3865405272946,-0.537710434361225,0.0733450376084823,-7.33124491982044,2.28024500134602e-13,5.78511570047375e-11,"PPFIA2","OPCs"
"SOX2-OT",183.811288177865,-1.42191353663509,0.1945142875854,-7.31007245938585,2.66998366993204e-13,6.53770780517369e-11,"SOX2-OT","OPCs"
"FOXN3",35.5750035896439,-0.841725540463241,0.115191878097182,-7.30716049054359,2.72846604435721e-13,6.53770780517369e-11,"FOXN3","OPCs"
"GALNTL6",8.84424471467024,-2.46079973389238,0.338682260799445,-7.26580638762647,3.70819400061978e-13,8.64510309441791e-11,"GALNTL6","OPCs"
"KAZN",127.461651391018,-0.807991069505962,0.111510228776077,-7.24589195425728,4.29602488856961e-13,9.75197649705302e-11,"KAZN","OPCs"
"ENSG00000251294",14.7983155134052,-1.87882317638345,0.261623494332119,-7.18140081868326,6.90007321975529e-13,1.52615465624639e-10,"ENSG00000251294","OPCs"
"RUNX1T1",39.5060451722566,-0.804733831509793,0.112417602279642,-7.15843262257091,8.1604678777366e-13,1.73441214792301e-10,"RUNX1T1","OPCs"
"PTPRD",153.749569562157,-0.919367606744612,0.128456408206854,-7.15703964931161,8.24378600334379e-13,1.73441214792301e-10,"PTPRD","OPCs"
"FHIP1A",2.54368549733718,-3.89034661092189,0.547858748940264,-7.10100298379296,1.23854703315834e-12,2.53054750419102e-10,"FHIP1A","OPCs"
"MDGA2",254.888143120699,-0.38279816232973,0.0539268586643304,-7.09846951613611,1.26146003570848e-12,2.53054750419102e-10,"MDGA2","OPCs"
"ENSG00000226994",29.6507222314345,-1.41242835359064,0.199313870860677,-7.08645287702003,1.37593037596357e-12,2.69744895978677e-10,"ENSG00000226994","OPCs"
"ALK",66.218983097549,2.31667699911105,0.330120646786747,7.01766769713011,2.256023106153e-12,4.18210623174316e-10,"ALK","OPCs"
"GPM6A",171.725277091264,-0.619800064361087,0.0882794454723341,-7.02088760350592,2.20463156794018e-12,4.18210623174316e-10,"GPM6A","OPCs"
"ANKRD10",16.6062694335829,1.1137842995196,0.158743058357716,7.01627089110108,2.27868065026581e-12,4.18210623174316e-10,"ANKRD10","OPCs"
"FAT3",18.4275018848304,-1.13801787167615,0.162311217178438,-7.01133225083919,2.36059404635086e-12,4.24218421746302e-10,"FAT3","OPCs"
"PDE8B",32.3858401933867,0.772831503418458,0.110321301641904,7.0052790523359,2.46494043028266e-12,4.32356351552317e-10,"PDE8B","OPCs"
"PYGL",9.13302438674962,1.2690934068986,0.18122245448299,7.00295893529972,2.50612306719405e-12,4.32356351552317e-10,"PYGL","OPCs"
"RAB27B",7.38785727298396,-1.87938291028056,0.268742141710375,-6.99325717328688,2.68576529503793e-12,4.5426296931367e-10,"RAB27B","OPCs"
